word,category,genre,number,syllables,tonic
ingenuas,adjetivo,femenino,plural,in ge nuas,2
inglés,adjetivo,masculino,singular,in glés,2
inglesa,adjetivo,femenino,singular,in gle sa,2
ingleses,adjetivo,masculino,plural,in gle ses,2
inglesas,adjetivo,femenino,plural,in gle sas,2
inguinal,adjetivo,neutro,singular,in gui nal,3
inguinales,adjetivo,neutro,plural,in gui na les,3
inguinario,adjetivo,masculino,singular,in gui na rio,3
inguinaria,adjetivo,femenino,singular,in gui na ria,3
inguinarios,adjetivo,masculino,plural,in gui na rios,3
inguinarias,adjetivo,femenino,plural,in gui na rias,3
inhabitado,adjetivo,masculino,singular,i nha bi ta do,4
inhabitada,adjetivo,femenino,singular,i nha bi ta da,4
inhabitados,adjetivo,masculino,plural,i nha bi ta dos,4
inhabitadas,adjetivo,femenino,plural,i nha bi ta das,4
inherente,adjetivo,neutro,singular,i nhe ren te,3
inherentes,adjetivo,neutro,plural,i nhe ren tes,3
inhibidor,adjetivo,masculino,singular,i nhi bi dor,4
inhibidora,adjetivo,femenino,singular,i nhi bi do ra,4
inhibidores,adjetivo,masculino,plural,i nhi bi do res,4
inhibidoras,adjetivo,femenino,plural,i nhi bi do ras,4
inhibitorio,adjetivo,masculino,singular,i nhi bi to rio,4
inhibitoria,adjetivo,femenino,singular,i nhi bi to ria,4
inhibitorios,adjetivo,masculino,plural,i nhi bi to rios,4
inhibitorias,adjetivo,femenino,plural,i nhi bi to rias,4
inhospitable,adjetivo,neutro,singular,i nhos pi ta ble,4
inhospitables,adjetivo,neutro,plural,i nhos pi ta bles,4
inhóspito,adjetivo,masculino,singular,i nhós pi to,2
inhóspita,adjetivo,femenino,singular,i nhós pi ta,2
inhóspitos,adjetivo,masculino,plural,i nhós pi tos,2
inhóspitas,adjetivo,femenino,plural,i nhós pi tas,2
iniciado,adjetivo,masculino,singular,i ni cia do,3
iniciada,adjetivo,femenino,singular,i ni cia da,3
iniciados,adjetivo,masculino,plural,i ni cia dos,3
iniciadas,adjetivo,femenino,plural,i ni cia das,3
iniciador,adjetivo,masculino,singular,i ni cia dor,4
iniciadora,adjetivo,femenino,singular,i ni cia do ra,4
iniciadores,adjetivo,masculino,plural,i ni cia do res,4
iniciadoras,adjetivo,femenino,plural,i ni cia do ras,4
inicial,adjetivo,neutro,singular,i ni cial,3
iniciales,adjetivo,neutro,plural,i ni cia les,3
iniciativo,adjetivo,masculino,singular,i ni cia ti vo,4
iniciativa,adjetivo,femenino,singular,i ni cia ti va,4
iniciativos,adjetivo,masculino,plural,i ni cia ti vos,4
iniciativas,adjetivo,femenino,plural,i ni cia ti vas,4
inicuo,adjetivo,masculino,singular,i ni cuo,2
inicua,adjetivo,femenino,singular,i ni cua,2
inicuos,adjetivo,masculino,plural,i ni cuos,2
inicuas,adjetivo,femenino,plural,i ni cuas,2
inigualable,adjetivo,neutro,singular,i ni gua la ble,4
inigualables,adjetivo,neutro,plural,i ni gua la bles,4
ininterrumpido,adjetivo,masculino,singular,i nin te rrum pi do,5
ininterrumpida,adjetivo,femenino,singular,i nin te rrum pi da,5
ininterrumpidos,adjetivo,masculino,plural,i nin te rrum pi dos,5
ininterrumpidas,adjetivo,femenino,plural,i nin te rrum pi das,5
injertador,adjetivo,masculino,singular,in jer ta dor,4
injertadora,adjetivo,femenino,singular,in jer ta do ra,4
injertadores,adjetivo,masculino,plural,in jer ta do res,4
injertadoras,adjetivo,femenino,plural,in jer ta do ras,4
injuriador,adjetivo,masculino,singular,in ju ria dor,4
injuriadora,adjetivo,femenino,singular,in ju ria do ra,4
injuriadores,adjetivo,masculino,plural,in ju ria do res,4
injuriadoras,adjetivo,femenino,plural,in ju ria do ras,4
injurioso,adjetivo,masculino,singular,in ju rio so,3
injuriosa,adjetivo,femenino,singular,in ju rio sa,3
injuriosos,adjetivo,masculino,plural,in ju rio sos,3
injuriosas,adjetivo,femenino,plural,in ju rio sas,3
inllevable,adjetivo,neutro,singular,in lle va ble,3
inllevables,adjetivo,neutro,plural,in lle va bles,3
inmaculado,adjetivo,masculino,singular,in ma cu la do,4
inmaculada,adjetivo,femenino,singular,in ma cu la da,4
inmaculados,adjetivo,masculino,plural,in ma cu la dos,4
inmaculadas,adjetivo,femenino,plural,in ma cu la das,4
inmanente,adjetivo,neutro,singular,in ma nen te,3
inmanentes,adjetivo,neutro,plural,in ma nen tes,3
inmarcesible,adjetivo,neutro,singular,in mar ce si ble,4
inmarcesibles,adjetivo,neutro,plural,in mar ce si bles,4
inmaturo,adjetivo,masculino,singular,in ma tu ro,3
inmatura,adjetivo,femenino,singular,in ma tu ra,3
inmaturos,adjetivo,masculino,plural,in ma tu ros,3
inmaturas,adjetivo,femenino,plural,in ma tu ras,3
inmemorial,adjetivo,neutro,singular,in me mo rial,4
inmemoriales,adjetivo,neutro,plural,in me mo ria les,4
inmenso,adjetivo,masculino,singular,in men so,2
inmensa,adjetivo,femenino,singular,in men sa,2
inmensos,adjetivo,masculino,plural,in men sos,2
inmensas,adjetivo,femenino,plural,in men sas,2
inmerecido,adjetivo,masculino,singular,in me re ci do,4
inmerecida,adjetivo,femenino,singular,in me re ci da,4
inmerecidos,adjetivo,masculino,plural,in me re ci dos,4
inmerecidas,adjetivo,femenino,plural,in me re ci das,4
inmerso,adjetivo,masculino,singular,in mer so,2
inmersa,adjetivo,femenino,singular,in mer sa,2
inmersos,adjetivo,masculino,plural,in mer sos,2
inmersas,adjetivo,femenino,plural,in mer sas,2
inmigrante,adjetivo,neutro,singular,in mi gran te,3
inmigrantes,adjetivo,neutro,plural,in mi gran tes,3
inminente,adjetivo,neutro,singular,in mi nen te,3
inminentes,adjetivo,neutro,plural,in mi nen tes,3
inmisericorde,adjetivo,neutro,singular,in mi se ri cor de,5
inmisericordes,adjetivo,neutro,plural,in mi se ri cor des,5
inmoble,adjetivo,neutro,singular,in mo ble,2
inmobles,adjetivo,neutro,plural,in mo bles,2
inmolador,adjetivo,masculino,singular,in mo la dor,4
inmoladora,adjetivo,femenino,singular,in mo la do ra,4
inmoladores,adjetivo,masculino,plural,in mo la do res,4
inmoladoras,adjetivo,femenino,plural,in mo la do ras,4
inmortificado,adjetivo,masculino,singular,in mor ti fi ca do,5
inmortificada,adjetivo,femenino,singular,in mor ti fi ca da,5
inmortificados,adjetivo,masculino,plural,in mor ti fi ca dos,5
inmortificadas,adjetivo,femenino,plural,in mor ti fi ca das,5
inmotivado,adjetivo,masculino,singular,in mo ti va do,4
inmotivada,adjetivo,femenino,singular,in mo ti va da,4
inmotivados,adjetivo,masculino,plural,in mo ti va dos,4
inmotivadas,adjetivo,femenino,plural,in mo ti va das,4
inmundo,adjetivo,masculino,singular,in mun do,2
inmunda,adjetivo,femenino,singular,in mun da,2
inmundos,adjetivo,masculino,plural,in mun dos,2
inmundas,adjetivo,femenino,plural,in mun das,2
inmune,adjetivo,neutro,singular,in mu ne,2
inmunes,adjetivo,neutro,plural,in mu nes,2
inmunitario,adjetivo,masculino,singular,in mu ni ta rio,4
inmunitaria,adjetivo,femenino,singular,in mu ni ta ria,4
inmunitarios,adjetivo,masculino,plural,in mu ni ta rios,4
inmunitarias,adjetivo,femenino,plural,in mu ni ta rias,4
inmunizador,adjetivo,masculino,singular,in mu ni za dor,5
inmunizadora,adjetivo,femenino,singular,in mu ni za do ra,5
inmunizadores,adjetivo,masculino,plural,in mu ni za do res,5
inmunizadoras,adjetivo,femenino,plural,in mu ni za do ras,5
inmutativo,adjetivo,masculino,singular,in mu ta ti vo,4
inmutativa,adjetivo,femenino,singular,in mu ta ti va,4
inmutativos,adjetivo,masculino,plural,in mu ta ti vos,4
inmutativas,adjetivo,femenino,plural,in mu ta ti vas,4
innocuo,adjetivo,masculino,singular,in no cuo,2
innocua,adjetivo,femenino,singular,in no cua,2
innocuos,adjetivo,masculino,plural,in no cuos,2
innocuas,adjetivo,femenino,plural,in no cuas,2
innombrable,adjetivo,neutro,singular,in nom bra ble,3
innombrables,adjetivo,neutro,plural,in nom bra bles,3
innominable,adjetivo,neutro,singular,in no mi na ble,4
innominables,adjetivo,neutro,plural,in no mi na bles,4
innominado,adjetivo,masculino,singular,in no mi na do,4
innominada,adjetivo,femenino,singular,in no mi na da,4
innominados,adjetivo,masculino,plural,in no mi na dos,4
innominadas,adjetivo,femenino,plural,in no mi na das,4
innovador,adjetivo,masculino,singular,in no va dor,4
innovadora,adjetivo,femenino,singular,in no va do ra,4
innovadores,adjetivo,masculino,plural,in no va do res,4
innovadoras,adjetivo,femenino,plural,in no va do ras,4
inocente,adjetivo,neutro,singular,i no cen te,3
inocentes,adjetivo,neutro,plural,i no cen tes,3
inoculador,adjetivo,masculino,singular,i no cu la dor,5
inoculadora,adjetivo,femenino,singular,i no cu la do ra,5
inoculadores,adjetivo,masculino,plural,i no cu la do res,5
inoculadoras,adjetivo,femenino,plural,i no cu la do ras,5
inocultable,adjetivo,neutro,singular,i no cul ta ble,4
inocultables,adjetivo,neutro,plural,i no cul ta bles,4
inocuo,adjetivo,masculino,singular,i no cuo,2
inocua,adjetivo,femenino,singular,i no cua,2
inocuos,adjetivo,masculino,plural,i no cuos,2
inocuas,adjetivo,femenino,plural,i no cuas,2
inodoro,adjetivo,masculino,singular,i no do ro,3
inodora,adjetivo,femenino,singular,i no do ra,3
inodoros,adjetivo,masculino,plural,i no do ros,3
inodoras,adjetivo,femenino,plural,i no do ras,3
inolvidable,adjetivo,neutro,singular,i nol vi da ble,4
inolvidables,adjetivo,neutro,plural,i nol vi da bles,4
inopinado,adjetivo,masculino,singular,i no pi na do,4
inopinada,adjetivo,femenino,singular,i no pi na da,4
inopinados,adjetivo,masculino,plural,i no pi na dos,4
inopinadas,adjetivo,femenino,plural,i no pi na das,4
inordinado,adjetivo,masculino,singular,i nor di na do,4
inordinada,adjetivo,femenino,singular,i nor di na da,4
inordinados,adjetivo,masculino,plural,i nor di na dos,4
inordinadas,adjetivo,femenino,plural,i nor di na das,4
inquietador,adjetivo,masculino,singular,in quie ta dor,4
inquietadora,adjetivo,femenino,singular,in quie ta do ra,4
inquietadores,adjetivo,masculino,plural,in quie ta do res,4
inquietadoras,adjetivo,femenino,plural,in quie ta do ras,4
inquietante,adjetivo,neutro,singular,in quie tan te,3
inquietantes,adjetivo,neutro,plural,in quie tan tes,3
inquisidor,adjetivo,masculino,singular,in qui si dor,4
inquisidora,adjetivo,femenino,singular,in qui si do ra,4
inquisidores,adjetivo,masculino,plural,in qui si do res,4
inquisidoras,adjetivo,femenino,plural,in qui si do ras,4
inquisitivo,adjetivo,masculino,singular,in qui si ti vo,4
inquisitiva,adjetivo,femenino,singular,in qui si ti va,4
inquisitivos,adjetivo,masculino,plural,in qui si ti vos,4
inquisitivas,adjetivo,femenino,plural,in qui si ti vas,4
inquisitorial,adjetivo,neutro,singular,in qui si to rial,5
inquisitoriales,adjetivo,neutro,plural,in qui si to ria les,5
inquisitorio,adjetivo,masculino,singular,in qui si to rio,4
inquisitoria,adjetivo,femenino,singular,in qui si to ria,4
inquisitorios,adjetivo,masculino,plural,in qui si to rios,4
inquisitorias,adjetivo,femenino,plural,in qui si to rias,4
insecable,adjetivo,neutro,singular,in se ca ble,3
insecables,adjetivo,neutro,plural,in se ca bles,3
insecticida,adjetivo,neutro,singular,in sec ti ci da,4
insecticidas,adjetivo,neutro,plural,in sec ti ci das,4
insectívoro,adjetivo,masculino,singular,in sec tí vo ro,3
insectívora,adjetivo,femenino,singular,in sec tí vo ra,3
insectívoros,adjetivo,masculino,plural,in sec tí vo ros,3
insectívoras,adjetivo,femenino,plural,in sec tí vo ras,3
insepulto,adjetivo,masculino,singular,in se pul to,3
insepulta,adjetivo,femenino,singular,in se pul ta,3
insepultos,adjetivo,masculino,plural,in se pul tos,3
insepultas,adjetivo,femenino,plural,in se pul tas,3
insidiador,adjetivo,masculino,singular,in si dia dor,4
insidiadora,adjetivo,femenino,singular,in si dia do ra,4
insidiadores,adjetivo,masculino,plural,in si dia do res,4
insidiadoras,adjetivo,femenino,plural,in si dia do ras,4
insidioso,adjetivo,masculino,singular,in si dio so,3
insidiosa,adjetivo,femenino,singular,in si dio sa,3
insidiosos,adjetivo,masculino,plural,in si dio sos,3
insidiosas,adjetivo,femenino,plural,in si dio sas,3
insinuador,adjetivo,masculino,singular,in si nua dor,4
insinuadora,adjetivo,femenino,singular,in si nua do ra,4
insinuadores,adjetivo,masculino,plural,in si nua do res,4
insinuadoras,adjetivo,femenino,plural,in si nua do ras,4
insinuante,adjetivo,neutro,singular,in si nuan te,3
insinuantes,adjetivo,neutro,plural,in si nuan tes,3
insípido,adjetivo,masculino,singular,in sí pi do,2
insípida,adjetivo,femenino,singular,in sí pi da,2
insípidos,adjetivo,masculino,plural,in sí pi dos,2
insípidas,adjetivo,femenino,plural,in sí pi das,2
insipiente,adjetivo,neutro,singular,in si pien te,3
insipientes,adjetivo,neutro,plural,in si pien tes,3
insistente,adjetivo,neutro,singular,in sis ten te,3
insistentes,adjetivo,neutro,plural,in sis ten tes,3
insoldable,adjetivo,neutro,singular,in sol da ble,3
insoldables,adjetivo,neutro,plural,in sol da bles,3
insolente,adjetivo,masculino,singular,in so len te,3
insolenta,adjetivo,femenino,singular,in so len ta,3
insolentes,adjetivo,masculino,plural,in so len tes,3
insolentas,adjetivo,femenino,plural,in so len tas,3
insoluto,adjetivo,masculino,singular,in so lu to,3
insoluta,adjetivo,femenino,singular,in so lu ta,3
insolutos,adjetivo,masculino,plural,in so lu tos,3
insolutas,adjetivo,femenino,plural,in so lu tas,3
insolvente,adjetivo,neutro,singular,in sol ven te,3
insomne,adjetivo,neutro,singular,in som ne,2
insomnes,adjetivo,neutro,plural,in som nes,2
insoslayable,adjetivo,neutro,singular,in sos la ya ble,4
insoslayables,adjetivo,neutro,plural,in sos la ya bles,4
insospechado,adjetivo,masculino,singular,in sos pe cha do,4
insospechada,adjetivo,femenino,singular,in sos pe cha da,4
insospechados,adjetivo,masculino,plural,in sos pe cha dos,4
insospechadas,adjetivo,femenino,plural,in sos pe cha das,4
insostenible,adjetivo,neutro,singular,in sos te ni ble,4
insostenibles,adjetivo,neutro,plural,in sos te ni bles,4
inspector,adjetivo,masculino,singular,ins pec tor,3
inspectora,adjetivo,femenino,singular,ins pec to ra,3
inspectores,adjetivo,masculino,plural,ins pec to res,3
inspectoras,adjetivo,femenino,plural,ins pec to ras,3
inspirado,adjetivo,masculino,singular,ins pi ra do,3
inspirada,adjetivo,femenino,singular,ins pi ra da,3
inspirados,adjetivo,masculino,plural,ins pi ra dos,3
inspiradas,adjetivo,femenino,plural,ins pi ra das,3
inspirador,adjetivo,masculino,singular,ins pi ra dor,4
inspiradora,adjetivo,femenino,singular,ins pi ra do ra,4
inspiradores,adjetivo,masculino,plural,ins pi ra do res,4
inspiradoras,adjetivo,femenino,plural,ins pi ra do ras,4
inspirativo,adjetivo,masculino,singular,ins pi ra ti vo,4
inspirativa,adjetivo,femenino,singular,ins pi ra ti va,4
inspirativos,adjetivo,masculino,plural,ins pi ra ti vos,4
inspirativas,adjetivo,femenino,plural,ins pi ra ti vas,4
instalador,adjetivo,masculino,singular,ins ta la dor,4
instaladora,adjetivo,femenino,singular,ins ta la do ra,4
instaladores,adjetivo,masculino,plural,ins ta la do res,4
instaladoras,adjetivo,femenino,plural,ins ta la do ras,4
instantáneo,adjetivo,masculino,singular,ins tan tá ne o,3
instantánea,adjetivo,femenino,singular,ins tan tá ne a,3
instantáneos,adjetivo,masculino,plural,ins tan tá ne os,3
instantáneas,adjetivo,femenino,plural,ins tan tá ne as,3
instaurador,adjetivo,masculino,singular,ins tau ra dor,4
instauradora,adjetivo,femenino,singular,ins tau ra do ra,4
instauradores,adjetivo,masculino,plural,ins tau ra do res,4
instauradoras,adjetivo,femenino,plural,ins tau ra do ras,4
instigador,adjetivo,masculino,singular,ins ti ga dor,4
instigadora,adjetivo,femenino,singular,ins ti ga do ra,4
instigadores,adjetivo,masculino,plural,ins ti ga do res,4
instigadoras,adjetivo,femenino,plural,ins ti ga do ras,4
instintivo,adjetivo,masculino,singular,ins tin ti vo,3
instintiva,adjetivo,femenino,singular,ins tin ti va,3
instintivos,adjetivo,masculino,plural,ins tin ti vos,3
instintivas,adjetivo,femenino,plural,ins tin ti vas,3
institucional,adjetivo,neutro,singular,ins ti tu cio nal,5
institucionales,adjetivo,neutro,plural,ins ti tu cio na les,5
instituidor,adjetivo,masculino,singular,ins ti tui dor,4
instituidora,adjetivo,femenino,singular,ins ti tui do ra,4
instituidores,adjetivo,masculino,plural,ins ti tui do res,4
instituidoras,adjetivo,femenino,plural,ins ti tui do ras,4
instructivo,adjetivo,masculino,singular,ins truc ti vo,3
instructiva,adjetivo,femenino,singular,ins truc ti va,3
instructivos,adjetivo,masculino,plural,ins truc ti vos,3
instructivas,adjetivo,femenino,plural,ins truc ti vas,3
instructor,adjetivo,masculino,singular,ins truc tor,3
instructora,adjetivo,femenino,singular,ins truc to ra,3
instructores,adjetivo,masculino,plural,ins truc to res,3
instructoras,adjetivo,femenino,plural,ins truc to ras,3
instruido,adjetivo,masculino,singular,ins trui do,2
instruida,adjetivo,femenino,singular,ins trui da,2
instruidos,adjetivo,masculino,plural,ins trui dos,2
instruidas,adjetivo,femenino,plural,ins trui das,2
instrumental,adjetivo,neutro,singular,ins tru men tal,4
instrumentales,adjetivo,neutro,plural,ins tru men ta les,4
insubordinación,adjetivo,neutro,singular,in su bor di na ción,6
insubordinaciones,adjetivo,neutro,plural,in su bor di na cio nes,6
insular,adjetivo,neutro,singular,in su lar,3
insulares,adjetivo,neutro,plural,in su la res,3
insulso,adjetivo,masculino,singular,in sul so,2
insulsa,adjetivo,femenino,singular,in sul sa,2
insulsos,adjetivo,masculino,plural,in sul sos,2
insulsas,adjetivo,femenino,plural,in sul sas,2
insultador,adjetivo,masculino,singular,in sul ta dor,4
insultadora,adjetivo,femenino,singular,in sul ta do ra,4
insultadores,adjetivo,masculino,plural,in sul ta do res,4
insultadoras,adjetivo,femenino,plural,in sul ta do ras,4
insultante,adjetivo,neutro,singular,in sul tan te,3
insultantes,adjetivo,neutro,plural,in sul tan tes,3
insumable,adjetivo,neutro,singular,in su ma ble,3
insumables,adjetivo,neutro,plural,in su ma bles,3
insurgente,adjetivo,neutro,singular,in sur gen te,3
insurgentes,adjetivo,neutro,plural,in sur gen tes,3
insurrecto,adjetivo,masculino,singular,in su rrec to,3
insurrecta,adjetivo,femenino,singular,in su rrec ta,3
insurrectos,adjetivo,masculino,plural,in su rrec tos,3
insurrectas,adjetivo,femenino,plural,in su rrec tas,3
intacto,adjetivo,masculino,singular,in tac to,2
intacta,adjetivo,femenino,singular,in tac ta,2
intactos,adjetivo,masculino,plural,in tac tos,2
intactas,adjetivo,femenino,plural,in tac tas,2
integrable,adjetivo,neutro,singular,in te gra ble,3
integrables,adjetivo,neutro,plural,in te gra bles,3
integrador,adjetivo,masculino,singular,in te gra dor,4
integradora,adjetivo,femenino,singular,in te gra do ra,4
integradores,adjetivo,masculino,plural,in te gra do res,4
integradoras,adjetivo,femenino,plural,in te gra do ras,4
integral,adjetivo,neutro,singular,in te gral,3
integrales,adjetivo,neutro,plural,in te gra les,3
integrante,adjetivo,neutro,singular,in te gran te,3
integrantes,adjetivo,neutro,plural,in te gran tes,3
integrista,adjetivo,neutro,singular,in te gris ta,3
integristas,adjetivo,neutro,plural,in te gris tas,3
íntegro,adjetivo,masculino,singular,ín te gro,1
íntegra,adjetivo,femenino,singular,ín te gra,1
íntegros,adjetivo,masculino,plural,ín te gros,1
íntegras,adjetivo,femenino,plural,ín te gras,1
intelectivo,adjetivo,masculino,singular,in te lec ti vo,4
intelectiva,adjetivo,femenino,singular,in te lec ti va,4
intelectivos,adjetivo,masculino,plural,in te lec ti vos,4
intelectivas,adjetivo,femenino,plural,in te lec ti vas,4
intelectual,adjetivo,neutro,singular,in te lec tual,4
intelectuales,adjetivo,neutro,plural,in te lec tua les,4
inteligente,adjetivo,neutro,singular,in te li gen te,4
inteligentes,adjetivo,neutro,plural,in te li gen tes,4
inteligible,adjetivo,neutro,singular,in te li gi ble,4
inteligibles,adjetivo,neutro,plural,in te li gi bles,4
intemperado,adjetivo,masculino,singular,in tem pe ra do,4
intemperada,adjetivo,femenino,singular,in tem pe ra da,4
intemperados,adjetivo,masculino,plural,in tem pe ra dos,4
intemperadas,adjetivo,femenino,plural,in tem pe ra das,4
intencionado,adjetivo,masculino,singular,in ten cio na do,4
intencionada,adjetivo,femenino,singular,in ten cio na da,4
intencionados,adjetivo,masculino,plural,in ten cio na dos,4
intencionadas,adjetivo,femenino,plural,in ten cio na das,4
intencional,adjetivo,neutro,singular,in ten cio nal,4
intencionales,adjetivo,neutro,plural,in ten cio na les,4
intensivo,adjetivo,masculino,singular,in ten si vo,3
intensiva,adjetivo,femenino,singular,in ten si va,3
intensivos,adjetivo,masculino,plural,in ten si vos,3
intensivas,adjetivo,femenino,plural,in ten si vas,3
intento,adjetivo,masculino,singular,in ten to,2
intenta,adjetivo,femenino,singular,in ten ta,2
intentos,adjetivo,masculino,plural,in ten tos,2
intentas,adjetivo,femenino,plural,in ten tas,2
interamericano,adjetivo,masculino,singular,in te ra me ri ca no,6
interamericana,adjetivo,femenino,singular,in te ra me ri ca na,6
interamericanos,adjetivo,masculino,plural,in te ra me ri ca nos,6
interamericanas,adjetivo,femenino,plural,in te ra me ri ca nas,6
interbancario,adjetivo,masculino,singular,in ter ban ca rio,4
interbancaria,adjetivo,femenino,singular,in ter ban ca ria,4
interbancarios,adjetivo,masculino,plural,in ter ban ca rios,4
interbancarias,adjetivo,femenino,plural,in ter ban ca rias,4
interceptor,adjetivo,masculino,singular,in ter cep tor,4
interceptora,adjetivo,femenino,singular,in ter cep to ra,4
interceptores,adjetivo,masculino,plural,in ter cep to res,4
interceptoras,adjetivo,femenino,plural,in ter cep to ras,4
intercesor,adjetivo,masculino,singular,in ter ce sor,4
intercesora,adjetivo,femenino,singular,in ter ce so ra,4
intercesores,adjetivo,masculino,plural,in ter ce so res,4
intercesoras,adjetivo,femenino,plural,in ter ce so ras,4
interconectado,adjetivo,masculino,singular,in ter co nec ta do,5
interconectada,adjetivo,femenino,singular,in ter co nec ta da,5
interconectados,adjetivo,masculino,plural,in ter co nec ta dos,5
interconectadas,adjetivo,femenino,plural,in ter co nec ta das,5
intercultural,adjetivo,neutro,singular,in ter cul tu ral,5
interculturales,adjetivo,neutro,plural,in ter cul tu ra les,5
interdisciplinar,adjetivo,neutro,singular,in ter dis ci pli nar,6
interdisciplinares,adjetivo,neutro,plural,in ter dis ci pli na res,6
interdisciplinario,adjetivo,masculino,singular,in ter dis ci pli na rio,6
interdisciplinaria,adjetivo,femenino,singular,in ter dis ci pli na ria,6
interdisciplinarios,adjetivo,masculino,plural,in ter dis ci pli na rios,6
interdisciplinarias,adjetivo,femenino,plural,in ter dis ci pli na rias,6
interesada,adjetivo,neutro,singular,in te re sa da,4
interesado,adjetivo,masculino,singular,in te re sa do,4
interesada,adjetivo,femenino,singular,in te re sa da,4
interesados,adjetivo,masculino,plural,in te re sa dos,4
interesadas,adjetivo,femenino,plural,in te re sa das,4
interesante,adjetivo,neutro,singular,in te re san te,4
interesantes,adjetivo,neutro,plural,in te re san tes,4
interfecto,adjetivo,masculino,singular,in ter fec to,3
interfecta,adjetivo,femenino,singular,in ter fec ta,3
interfectos,adjetivo,masculino,plural,in ter fec tos,3
interfectas,adjetivo,femenino,plural,in ter fec tas,3
intergeneracional,adjetivo,neutro,singular,in ter ge ne ra cio nal,7
intergeneracionales,adjetivo,neutro,plural,in ter ge ne ra cio na les,7
interino,adjetivo,masculino,singular,in te ri no,3
interina,adjetivo,femenino,singular,in te ri na,3
interinos,adjetivo,masculino,plural,in te ri nos,3
interinas,adjetivo,femenino,plural,in te ri nas,3
interinstitucional,adjetivo,neutro,singular,in te rins ti tu cio nal,7
interinstitucionales,adjetivo,neutro,plural,in te rins ti tu cio na les,7
interior,adjetivo,neutro,singular,in te rior,3
interiores,adjetivo,neutro,plural,in te rio res,3
interjectivo,adjetivo,masculino,singular,in ter jec ti vo,4
interjectiva,adjetivo,femenino,singular,in ter jec ti va,4
interjectivos,adjetivo,masculino,plural,in ter jec ti vos,4
interjectivas,adjetivo,femenino,plural,in ter jec ti vas,4
interlocutorio,adjetivo,masculino,singular,in ter lo cu to rio,5
interlocutoria,adjetivo,femenino,singular,in ter lo cu to ria,5
interlocutorios,adjetivo,masculino,plural,in ter lo cu to rios,5
interlocutorias,adjetivo,femenino,plural,in ter lo cu to rias,5
intermediario,adjetivo,masculino,singular,in ter me dia rio,4
intermediaria,adjetivo,femenino,singular,in ter me dia ria,4
intermediarios,adjetivo,masculino,plural,in ter me dia rios,4
intermediarias,adjetivo,femenino,plural,in ter me dia rias,4
intermitente,adjetivo,neutro,singular,in ter mi ten te,4
intermitentes,adjetivo,neutro,plural,in ter mi ten tes,4
internista,adjetivo,neutro,singular,in ter nis ta,3
internistas,adjetivo,neutro,plural,in ter nis tas,3
interno,adjetivo,neutro,singular,in ter no,2
internos,adjetivo,neutro,plural,in ter nos,2
interpersonal,adjetivo,neutro,singular,in ter per so nal,5
interpersonales,adjetivo,neutro,plural,in ter per so na les,5
interpolador,adjetivo,masculino,singular,in ter po la dor,5
interpoladora,adjetivo,femenino,singular,in ter po la do ra,5
interpoladores,adjetivo,masculino,plural,in ter po la do res,5
interpoladoras,adjetivo,femenino,plural,in ter po la do ras,5
interpretador,adjetivo,masculino,singular,in ter pre ta dor,5
interpretadora,adjetivo,femenino,singular,in ter pre ta do ra,5
interpretadores,adjetivo,masculino,plural,in ter pre ta do res,5
interpretadoras,adjetivo,femenino,plural,in ter pre ta do ras,5
interpretativo,adjetivo,masculino,singular,in ter pre ta ti vo,5
interpretativa,adjetivo,femenino,singular,in ter pre ta ti va,5
interpretativos,adjetivo,masculino,plural,in ter pre ta ti vos,5
interpretativas,adjetivo,femenino,plural,in ter pre ta ti vas,5
interrogante,adjetivo,neutro,singular,in te rro gan te,4
interrogantes,adjetivo,neutro,plural,in te rro gan tes,4
interruptor,adjetivo,masculino,singular,in te rrup tor,4
interruptora,adjetivo,femenino,singular,in te rrup to ra,4
interruptores,adjetivo,masculino,plural,in te rrup to res,4
interruptoras,adjetivo,femenino,plural,in te rrup to ras,4
intersticial,adjetivo,neutro,singular,in ters ti cial,4
intersticiales,adjetivo,neutro,plural,in ters ti cia les,4
intervencionista,adjetivo,neutro,singular,in ter ven cio nis ta,5
intervencionistas,adjetivo,neutro,plural,in ter ven cio nis tas,5
intestado,adjetivo,neutro,singular,in tes ta do,3
intestados,adjetivo,neutro,plural,in tes ta dos,3
intestinal,adjetivo,neutro,singular,in tes ti nal,4
intestinales,adjetivo,neutro,plural,in tes ti na les,4
intestino,adjetivo,masculino,singular,in tes ti no,3
intestina,adjetivo,femenino,singular,in tes ti na,3
intestinos,adjetivo,masculino,plural,in tes ti nos,3
intestinas,adjetivo,femenino,plural,in tes ti nas,3
intimidante,adjetivo,neutro,singular,in ti mi dan te,4
intimidantes,adjetivo,neutro,plural,in ti mi dan tes,4
intimidatorio,adjetivo,masculino,singular,in ti mi da to rio,5
intimidatoria,adjetivo,femenino,singular,in ti mi da to ria,5
intimidatorios,adjetivo,masculino,plural,in ti mi da to rios,5
intimidatorias,adjetivo,femenino,plural,in ti mi da to rias,5
intimista,adjetivo,neutro,singular,in ti mis ta,3
intimistas,adjetivo,neutro,plural,in ti mis tas,3
íntimo,adjetivo,masculino,singular,ín ti mo,1
íntima,adjetivo,femenino,singular,ín ti ma,1
íntimos,adjetivo,masculino,plural,ín ti mos,1
íntimas,adjetivo,femenino,plural,ín ti mas,1
intonso,adjetivo,masculino,singular,in ton so,2
